GLOXIN-500 TABLETS (POM)|CIPROFLOXACIN 500MG|NAXPAR LAB PVT LTD 74/121 MASAT IN EST SILVASSA 396 230 , INDIA|04-6608
MAGNA GENTAMICIN EYE/EAR DROPS (POM)|GENTAMICIN 0.3%|MAGNA LABORATORIES (GUJ) PVT LTD PLOT NO 712, J-ROAD 40 SHED AREA GIDC VAPI GUJARAT|04-7887
MEDAVIR CAPSULES (POM)|RITONAVIR 100MG|CIPLA LTD D7 MIDC IND. AREA KURKUMBH DIST PUNE-413 802|04-7885
METHYLDOPA TABLETS (POM0|METHYLDOPA 250MG|REMEDICA LTD LIMASSOL INDL ESTATE AHARNON STREET 3508 LIMASSOL|04-7882
METROLEX INFUSION (POM)|METRONIDAZOLE 5MG/ML|SHIJIAZHUANG NO 4 PHARM CO LTD 35 HUITONG RD SHIJIAZHUANG P.R|04-7870
NEUROBION COATED TABLETS (POM)|VIT B 100MG, VIT B6 200MG, VIT B12  200MCG|MERCK KGOAR CO HOSSLGASSE 20 A-9800 SPITTAL|04-7892
NINAVIT-C INJECTION (POM)|VITAMIN C 500MG/5ML|YANZHOU KANGTAI PHARM FACTORY JIUGUANI STREET|04-7897
NUPRED-5 TABLETS (POM)|PREDNISOLONE 5MG|MANCARE PHARM PVT LTD NO 60 V.I.M.E DHOWALI VILLAGE VASAI(W) DIST THANE MAHARASHTRA|04-7896
NURIL-5 TABLETS (POM) (RENEWAL)|ENALAPRIL MALEATE 5MG|REMIDEX PHARMA PVT LTD B-249/B-250 11 STAGE PEENYA IND EST BANGALORE 560 058|04-1768
PENCLAV-625 TABLETS (POM)|AMOXICILLIN 500MG, CLAVULANIC ACID 125MG|PLETHICO PHARM LTD A.B ROAD MANGLIA 453771 INDORE (M.P)|04-7871
PONTACID FORTE TABLETS (POM)|MEFENAMIC ACID 500MG|DUOPHARMA (M) SDN BHD PLOT 2599 JALAN SERULING 59 KWASAN 3 TAMAN KLANG JAYA 41200 KLANG SELANGOR DARUL|04-7891
RHINATHIOL EXPECTORANT 2% INFANTS (OTC)|CARBOCISTEINE 2%|SANOFI-WINTHROP INDUSTRIE 1-3 ALLE DE LA NESTE ZI EN SIGAL 31770 COLOMIERS|04-7890
RHINATHIOL EXPECTORANT 5% ADULT (OTC)|CARBOCISTEINE 5%|SANOFI-WINTHROP INDUSTRIE 1-3 ALLE DE LA NESTE ZI EN SIGAL 31770 COLOMIERS|04-7889
RIVAMOX CAPSULES (POM)|AMOXICILLIN TRIHYDRATE 500MG|RIVA PHARM SAE FREE ZONE NASR CITY CAIRO|04-7875
SENSINIL 2% INJECTION (POM)|LIDOCAINE HCL B.P 21.3MG|CLARIS LIFE SCIENCES LTD CHACHARWADI VASANA AHMEDABAD|04-7881
SOS BURNS CREAM (POM)|SILVER SULPHADIAZENE  1% , CHLORHEXIDINE GLUCONATE 0.2%|SAME AS APPLICANT|04-7916
SPARFON TABLETS (POM)|SPARFLOXACIN 200MG|SAGA LABORATORIES|04-7903
STEROP QUININE INJECTION (POM)|QUININE DIHYDROCHLORIDE 600MG/2ML|LABORATORIES STEROP AVENUE DE SCHEUTAAN 46-50|04-7888
TENORIC TABLETS (POM)|ATENOLOL 100MG, CHLORTALIDONE 25MG|IPCA LABORATORIES LTD P.O SEJAVATA  RATLAM 457 002 OFF 48, KANDIVLI IND. ESTATE MUMBAI 400067, INDIA|04-7867
TRIFLUOPERAZINE 5 TABLETS (POM)|TRIFLUOPERAZINE 5MG|REMEDICA LTD AHARON STREET LIMASSOL IND ESTATE LIMASSOL|04-7872
TRONID SUSPENSION (POM)|METRONIDAZOLE 200MG/5ML|NEIMETH INT PHARM PLC PLOT 16 AKANNI DOHERTY LAYOUT OREGUN 
LAGOS STATE|04-7929
VENTOLIN INHALER (POM) (RENEWAL)|SALBUTAMOL 100MCG|GLAXOWELLCOME PRODUCTION EVREUX|04-0519
VINSULIN L 40 I.U/ML INSULIN ZINC INJECTABLE SUSPENSION EP|INSULIN EP-40 I.U FROM HIGHLY PURIFIED INSULIN BOVINE,WATER FOR INJECTION|M.J BIOPHARM PVT LTD. PLOT NO L.7 M.I.D.C INDUSTRIAL AREA, TALOJA NAVI MUMBAI 41028, INDIA.|04-7497
AZIDO ZIDOVUDINE ORAL SOLUTION BP (POM)|ZIDOVUDINE 50MG/5ML|SAME AS APPLICANT|04-4578
CHLORAMPHENICOL INJECTION (POM)|CHLORAMPHENICOL SODIUM SUCCINATE 1G|CIRON DRUGS & PHARM LTD N-118 MIDC BOISAR-401 506 DIST THANE TARAPUR|04-7846
RED VERAX|LEVAMISOLE 40MG|ASHFORD LABORATORIES LTD;AVENIDA DO ALMIRANTE LACCERDA,NO.131-133 EDIFICIO IND. WAY MACAU|04-3535
OMIZAC CAPSULES (POM)|OMEPRAZOLE B.P 20MG|TORRENT PHARM LTD INDRAD TAL KADI DIST MEHSANA-382 721|04-7845
DEXATE INJECTION (POM)|DEXAMETHASONE 4MG/ML|NINGBO DHY PHARM LTD 396 MINGZHU ROAD NINGBO P.R|04-7849
DICLOFENAC MJ 50MG TABLETS|DICLOFENAC 50MG|M.J BIOPHARM PVT LTD PLOT L-7 MIDC TALUJA IND. AREA TALOJA NAVI MUMBAI 410 202|04-7523
FLUZON-100 TABLETS (POM)|FLUCONAZOLE 100MG|CADILA PHARMA LTD 1389 DHOLKA 387 810 AHMEDABAD GUJARAT STATE|04-7859
GOLDCOD 1000 COD LIVER OIL CAPSULES (OTC)|COD LIVER OIL 1000MG|XL LABORATORIES LTD E-1223 PHASE -1 EXTN (GHATAL) R 11CO IND AREA BHIWALI RAJASTHAN|04-7857
GOLDCOD COD LIVER OIL CAPSULES (OTC)|COD LIVER OIL 300MG|XL LABORATORIES LTD E-1223 PHASE 1 EXTN (GHATAL) R11CO IND AREA BHIWALI RAJASTHAN|04-7856
HALOXEN 10 TABLETS (POM)|PARACETAMOL 300MG/2ML|REMEDICA LTD LIMASSOL IND EST 3508 LIMASSOL CYPRUS EUROPE|04-7864
LEMCAPRIL 25 TABLETS (POM)|CAPTOPRIL 25MG|MEDOPHARM 1 THIRU VI-K ROAD CHENNAI 600 006|04-7861
MENOVATE CERAM (POM)|BETAMETHASONE DIPROPIONATE BP 0.05% W/W|MC LAREN  BIOTECH (P) LTD NO 6 SIDIO IND ESTATE HOSUR-635 126|04-7863
NURIL-10 TABLETS (POM)|ENALAPRIL MALEATE 10MG|REMIDEX PHARMA PVT LTD B-249/B-250 11 STAGE PEENYA IND. EST BANGALORE 560 058|04-7850
OCEAN GENTAMICIN INJECTION (POM)|GENTAMICIN 80MG/2ML|SHANXI NORTH YANGLIN PHARMA FACTORY LTD 480 NANNEIHUAN STREET TAIYUAN SHANXI|04-7853
PACIVITE-G SOFT CAPSULES (OTC)|GINSENG/ALOE/AMINO ACID/MULTIVITAMIN/MINERALS|KOREA PHARMA CO LTD 907-8 SANG SIN -RI HYANG NAM-MYUN HWA SUNG SI KYENG KI DO|04-7851
SANVID TABLETS (POM)|OFLOXACIN 200MG|MICRO LABS LTD 92 SIPCOT HOSUR-635 126|04-7855
SPANCIL INJECTION (POM)|AMPICILLIN SODIUM 500MG|SISHUI XIERKANG PHARMA CO LTD NORTH SIHE ROAD SISHUI COUNTRY|04-7860
SUGANO TABLETS (POM)|GLIBENCLAMIDE 5MG|SAGA LABORATORIES PLOT NO 1409 PHASE 111 GIDC ESTATE VATWA AHMEDABAD|04-7858
THIORIDAZINE TABLETS (POM)|THIORIDAZINE 100MG|REMEDICA LTD LIMASSOL IND EST 3508 LIMASSOL CYPRUS EUROPE|04-7865
URAH TRANSDERMAL GLUCOSAMINE CREAM (OTC)|GLUCOSAMINE SULPHATE 8% W/W|MALAYASIA CHEMISTS PTE LTD 104 BOON KENG ROAD ROAD SINGAPORE 339775|04-7852
ZOFEX INFUSION (POM)|OFLOXACIN 200MG|CLARIS LIFE SCIENCES LTD CHACHARWADI VASANA SANAND AHMEDADABAD GUJARAT 382 213|04-7847
ZUNOVATE CREAM (POM)|CLOBETASOL PROPIONATE 0.05%|PARNAX LAB PVT LTD 74/121 MASAT IND ESTATE SILVASSA 396230|04-7862
CAMOSUNATE JR TABLET (OTC)|AMODIAQUINE 300MG, ARTESUNATE 100MG|DAM PHARM (ANHUI) LTD XUANCHENG ECONOMIC & TECH DEV ZONE ANHUI CHINA|04-7848
LOKEL'S DEXAMETHASONE TABLETS (POM)|DEXAMETHASONE 0.5MG|ZIM LABORATORIES LTD. 
B-12/22,  MIDC AREA, 
KALMESHWAR , NAGPUR,
441 501.
INDIA.FORMERLY FROM RONILO PHARMA PVT LTD PLOT NO J/8 MIDC PHASE 3 AKOLA 444 104 MAHARASHTRA|04-7854
ACETAZOLAMIDE TABLETS (POM)|ACETAZOLAMID 250MG|REMEDICA LTD LIMASSOL INDL EST AHARNON STREET 3508 LIMASSOL|04-7898
ANO-CHLOROQUINE INJECTION (POM)|CHLOROQUINE PHOSPHATE 322.5MG/5ML|YANZHOU XIER KANGTAL PHARM CO LTD NORTH OF THE OVERPASS JIUGUAN YANZHOU CITY SHANDONG P.R|04-7904
ANOFLOXACIN TABLETS (POM0|OFLOXACIN 200MG|DAEWOO PHARM CO LTD 579 SHINPYUNG DONG SHAGU PUSAN, SOUTH KOREA|04-7902
ARINATE TABLETS (POM)|ARTESUNATE 50MG|ERFA N.V/S.A LANDBON WERSSTRAT 25, B-1040 BRUSSELS|04-7884
ASDREX TABLETS (POM)|THEOPHYLLINE 150MG, SALBUTAMOL 2MG|MANCARE PHARM PVT LTD NO 60 V.I.M.E DHOWALI VILLAGE VASAI(W) DIST THANE MAHARASHTRA|04-7895
CEPHAROX INJECTION (POM)|CEFTRIAXONE 1G|AUROBINDO PHARMA LTD UNIT-XII SY NO 314 BACHUPALLY (V) P.R DIST (A.P)|04-7900
CIDOXICILLIN CAPSULES (POM)|DOXYCYCLINE 100MG|YANZHOU XIEKANGTAI PHARM CO. LTD JIUGUAN BEI YANZHOU P.R|04-7910
ESCOBIC CHEWABLE TABLETS (OTC)|ASCORBIC ACID 100MG|SAME AS APPLICANT|04-7834
ESIMOL SYRUP (OTC)|PARACETAMOL 125MG/5ML|SAME AS APPLICANT|04-7836
ESIMOL TABLETS (OTC)|PARACETAMOL 500MG|SAME AS APPLICANT|04-7835
EXCEL CHLOROQUINE INJECTION (POM)|CHLOROQUINE PHOSPHATE 322.5MG/5ML|YANZHOU XIERKANGTAI PHARM CO LTD NORTH JIUGUAN RD YANZHOU PR|04-7879
FAVIDREX INJECTION (POM)|FRUSEMIDE 20MG/2ML|YANZHOU XIEKANGTAI PHARM CO. LTD JIUGUAN BEI YANZHOU P.R|04-7909
FEROGLOBIN B12 LIQUID SYRUP (OTC)|MULTIVITAMINS/MINERALS|VITABIOTICS LTD 1 APSLEY WAY LONDON NW2 7HF|04-1686
FUROXETIL SUSPENSION (POM)|CEFUROXIME AXETIL 125MG/ML|BELCO PHARMA 515 MODERN IND EST BAHADURGARH 124507 HARYANA|04-7820
GENTAGLOW EYE/EAR DROPS (POM)|GENTAMYCIN SULPHATE 0.3% W/V|CIRON DRUGS & PHARM LTD N-118 MIDC TARAPUR DIST THANE|04-7911
GENTAMICIN EYE/EAR DROP (POM)|GENTAMYCIN 0.3% W/V|MAGNA LABORATORIES (GUJ) PVT LTD PLOTNO 712, J-ROAD 40 SHED AREA GIDC VAPI GUJARAT|04-7877
GLICLAZIDE M TABLETS (POM)|GLICLAZIDE 80MG, METFORMIN HCL 500MG|KHANDELWAL LAB PVT LTD 277 DEMNI RD DADRA & NAGAR HAVELI SILVASA 396 191|04-7869
GLUKOSAN GLUCOSE TABLET (OTC)|D-GLUCOSE 3.4G|SWISS PHARMA PVT LTD 3709 GIDC PHASE IV VATVA AHMEDABAD|04-7868
GROVIT MULTIVITAMIN CHEWABLE TABLETS (OTC) (RENEWAL)|MULTIVITAMIN/MINERAL|USV LIMITED B-249/B-250 II STAGE PEENYA IND. EST BANGALORE|04-1277
HEPAREN INJECTION (POM)|HEPARIN SODIUM 5000 IU/ML|CLARIS LIFE SCIENCES LTD CHACHARWADI VASANA AHMEDABAD|04-7878
HEXAGLOBIN SYRUP (OTC)|ELEMENTAL IRON 10.66MG, CYNOCOBALAMIN 2.5MG|NAXPAR LAB PVT LTD 120 MASAT IND EST DADRA & NAGAR HAVELI SILVASSA-396230|04-7901
KETAJEX INJECTION (POM)|KETAMINE 50MG/ML|CLARIS LIFE SCIENCE LTD CHACHARWADI VASANA DIST. AHMEDABAD GUJARAT|04-7906
KLOROTIC CHLORAMPHENICOL EAR DROPS (POM)|CHLORAMPHENICOL B.P 5% W/V|ALPA LABORATORIES LTD 33/2 A.B ROAD PIGDAMBER 453 446 DIST INDORE|04-7899
KOLDANIL CAPSULES (OTC)|CHLORPHENIRAMINE 4MG, PHENYLEPHRINE 5MG|ZIM LABORATORIES LTD B-21/22 MIDC AREA KALMESHWAR 441 501 DIST NAGPUR|04-7880
LEVOXIN INFUSION (POM)|LEVOFLOXACIN 500MG|AHLCON PARENTERALS LTD SP-918 PHASE III IND. AREA BHIWADI|04-7874
LOXACLAV 156 SUSPENSION (POM)|AMOXICILLIN 125MG, CLAVULANIC CID 31.25MG|AUROBINDO PHARMA LTD UNIT-XII SY NO 314 BACHUPALLY (V) P.R DIST (A.P)|04-7841
LOXACLAV 228 SUSPENSION (POM)|AMOXICILLIN 200MG, CLAVULANIC ACID 28.5MG|AUROBINDO PHARM LTD UNIT X11 SY NO 314 BACHUPALLY (V) P.R DIST|04-7842
VESYCA TABLETS (POM)|RANITIDINE HCL 150MG|Y.S.P INDUSTRIES (M) SDN BHD SELANGOR|04-7893
BETRAZINE ELIXIR (POM)|PROMETHAZINE 5MG/ML|SAME AS APPLICANT|04-7925
CHAZMAX CO-TRIMOXAZOLE TABLETS (POM)|TRIMETHOPRIM 80MG,SULPHAMETHOXAZOLE 400MG|SAME AS APPLICANT|04-7926
TENORIC-50 TABLETS (POM)|ATENOLOL 50MG, CHORTALIDONE 12.5MG|IPCA LABORATORIES LTD P.O SEJAVATA DIST RATLAM MADHYA PRADESH|04-7866
FERISEO-500 TABLETS (POM)|GRISEOFULVIN 500MG|ZIM LABORATORIES LTD B-21/22 MIDC AREA KALMESHWAR 441 501 DIST NAGPUR|04-7876
DR MEYER'S FEROTAL EXTRA (OTC)|FAC 54MG (= 10.8MG FE), VIT B1 3MG, VIT B6 2MG,VIT B12 5MCG, FOLICACID 200MCG,ZINC 5MG,COPPER 0.4MG/5ML|SAME AS APPLICANT|04-7927
CAMOSUNATE PEDIATRIC POWDER (OTC)|AMODIAQUINE 150MG/ARTESUNATE 50MG|ADAMS PHARMA (ANHUI) LTD XUANCHENG ECONOMIC & TECH DEV ZONE ANHUI|04-7908
CAMOSUNATE PLUS TABLETS (OTC)|AMODIAQUINE 600MG, ARTESUNATE 200MG|ADAM PHARM (ANHUI) LTD XUANCHENG ECONOMIC & TECH DEV ZONE ANHUI|04-7886
DIATAB TABLETS (POM)|GLIBENCLAMIDE 5MG|SAME AS APPLICANT|04-7837
NEW DIVINE FLU TABLETS|CHLORPHIRAMINE 2MG, PHENYLEPHRINE HCL 5MG, PARACETAMOL 5000MG, MENTHOL 0.75MG|SAME AS APPLICANT|04-7923
CIPROLEX INFUSION (POM)|CIPROFLOXACIN 200MG|SHIJIAZHUANG NO 4 PHARM CO LTD NO 35 HUITONG RD SHIJIAZHUANG CITY P.R|04-7883
BANBIZ PROMETHAZINE ELIXIR (POM)|PROMETHAZINE 5MG/5ML|SAME AS APPLICANT|04-7924
DRASTIN PLUS TABLETS(OTC)|ASPIRIN 375MG,CAFFEINE 25MG|PZ CUSSONS IND. (GHANA) LTD. 27/3-27/7 SANYA RD. TEMA(PZ LAGOS,NIGERIA)|04-0488
MALANIL (FORMERLY MALARONE TABLETS) (POM) (RENEWAL)|ATOVAQUONE 250MG, PROGUANIL HCL 100MG|GLAXOSMITHKLINE INC 7333 MISSISSAUGA ROAD ONTARIO|04-2010
SECWID TABLETS (POM)|SECNIDAZOLE 500MG|SAME AS APPLICANT( FORMERLY BELCO PHARMA 515 MODERN IND EST BAHADURGARH EST BAHADURGARH 124507 HARYANA|04-7821
TENORET 50 TABLETS (POM) (RENEWAL)|ATENOLOL 50MG, CHLORTHALIDONE 12.5MG|ASTRAZENECA UK LTD MACCLESFIELD CHESHIRE SK 10 2 NA|04-2001
THIAPRIL TABLETS (POM)|RAMIPRIL 5MG, HYDROCHLOROTHIAZIDE 12.5MG|SAME AS APPLICANT (FORMERLLY BELCO PHARMA 515 MODERN IND EST BAHADURGARH 124507 HARYANA ON 10/31/05)|04-7838
MULTIKA -B INJECTION (POM)|MULTIVITAMINS/MINERALS|YANZHOU XIER KANGTAI PHARM. CO. LTD. PRIVATE ECONOMY GARDEN, XINYAN TOWN, YANZHOU CITY, SHANGDONG, CHINA.(FORMERLY PACE PHARMATECH PVT LTD 33/2 A.B ROAD PIGDAMBER INDORE APP ON 10/31/05 BY 50'S)|04-7873
AMIBAGYL SUPENSION (POM)|METRONIDAZOLE 200MG/5ML|SAME AS APPLICANT|04-0218
ANTIMAL TABLETS (OTC)|SULPHADOXINE 500MG, PYRIMETHAMINE 25MG|SAME AS APPLICANT|04-1951
ASPIRIN TABLETS (OTC) (RENEWAL)|ACETYLSALICYLIC ACID 300MG|SAME AS APPLICANT|04-1619
BESPHA VIT. B COMPLEX SYRUP (OTC)|VIT B1 2MG, VIT B2 1MG, NICOTINAMIDE 10MG, VIT B6 2MG|SAME AS APPLICANT|04-7922
BIOCINE SYRUP (POM)|AMMONIUM CHLORIDE 30MG, IPECACUANHA 10UL, LIQUORICE EXTRACT 50MG, PEPPERMINT OIL 6.9UL/5ML|DRUGFIELD PHARM LTD. LYNSON CHEM AVE, KM 38, LAGOS-ABEOK EXPWAY, SANGO-OTA, NIGERIA.|04-7530
ENAPHRIN DROPS (POM) (RENEWAL)|XYLOMETAZOLINE HCL 0.05G/ML|SAME AS APPLICANT|04-1965
MIST. MAG SUSPENSION (OTC) (RENEWAL)|MAGNESIUM TRISILICATE 250MG,MAGNESIUM CARBONATE 250MG,SODIUM BICARBONATE 250MG/5ML|SAME AS APPLICANT|04-1973
NEVRAN ORAL SUSPENSION (POM) (RENEWAL)|NEVIRAPINE 50MG/5ML|SAME AS APPLICANT|04-4580
NOSPAMIN PAED. DROPS (POM)|HOMATROPINE METHYLBROMIDE 2MG/ML|SAME AS APPLICANT|04-0210
RED LEVAX WORM SYRUP (OTC) (RENEWAL)|LEVAMISOLE 40MG/5ML|SAME AS APPLICANT|04-2065
SINUFED SYRUP (POM) (RENEWAL)|TRIPOLIDINE 1.25MG,PSEUDOEPHEDRINE 30MG/5ML|SAME AS APPLICANT|04-1900
SINUFED TABLETS (POM)|TRIPOLIDINE 2.5MG,PSEUDOEPHEDRINE 30MG/5ML|SAME AS APPLICANT|04-2014
WHITFIELD OINTMENT (OTC)|BENZOIC ACID 6%,SALICYLIC ACID 3%|SAME AS  APPLICANT|04-1750
ANDAS WHITFIELD OINTMENT (OTC)|BENZOIC ACID 6%, SALICYLIC ACID 3%|SAME AS APPLICANT|04-7914
ARCHY VITAMIN B COMPLEX SYRUP (OTC)|NICOTINAMIDE 20MG,VIT B2 2MG, VIT B6 2MG|SAME AS APPLICANT|04-7912
CIKACID TABLETS (OTC)|MAG. TRISILICATE 250MG, DRIED ALUMINIUM HYDROXIDE GEL 120MG|SAME AS APPLICANT|04-7918
KID CEE SYRUP (FORMERLY THERA-C)|ASCORBIC ACID 100MG/5ML|SAME AS APPLICANT|04-2542
KINDERLIX COUGH SYRUP (OTC)|DIPHENHYDRAMINE HCL 7MG, AMMONIUM CHLORIDE 70MG|SAME AS APPLICANY|04-7920
GASROL TABLETS (POM) (RENEWAL)|CIMETIDINE 200MG|SAME AS APPLICANT|04-1373
METAZINE SYRUP (POM)|PROMETHAZINE HECL 5MG/5ML|SAME AS APPLICANT|04-7921
RPL METHYLATED SPIRIT (OTC)|ETHYL ALCOHOL 95% V/V|SAME AS APPLICANT|04-7915
CAMOSUNATE PDR POWDER (OTC)|AMODIAQUINE 75MG, ARTESUNATE 25MG|ADAMS PHARM (ANHUI) LTD ZUANCHENG ECONOMIC & TECH DEV ZONE ANHUI|04-7907
WAIPA TABLETS (OTC)|DIHYDROARTEMISININ 30MG, PIPERAQUINE PHOSPHATE 25MG|SAME AS APPLICANT|04-7913
HOSPIMOX SUSPENSION (FORMERLY AMOXYCILLIN SUSPENSION)|AMOXYCILLIN 125MG/5ML|SAME AS APPLICANT|04-2338
FERBELAN TONIC (FORMERLY FERBELAN SYRUP)|FERRIC AMMONIUM CITRATE 46.5MG, VIT B1 2MG,VIT B2  500MCG, VIT B12 2500NG,NICOTINAMIDE 5MG/5ML|SAME AS APPLICANT|04-4603
DELVAP SUPER|2,2- DICHLORVINYL DIMETHYL PHOSPHATE 100G/L|UNITED PHOSPHORUS LTD. 167, DR A. B FABAC WORLI MUMBAI 400 018 FACTORY: 3-11, G.I.D.C, VAPI 396 195, GUJURAT INDIA.|04-7644
LEMPROMAZIN 100 TABLETS (POM)|CHLORPROMAZINE HCL 100MG|MEDOPHARM 1 THRU-VI-KA ROAD, P.B NO. 4510,CHENNAI 600006|04-7555
CHUMATH GENTAMYCIN EYE/EAR DROP (POM)|GENTAMYCIN SULPHATE 0.3% W/V|H-JULES & CO. LTD D/82, MIDC AREA, NAGPUR|04-7552
OFLEXIN INFUSION (POM)|OFLOXACIN 200MG/100ML|FRESENIUS KABI PVT LTD A-3 MIDC RANJANGAON TAL SHIRUR DIST PUNE|04-7046
AYRTONS TOUCH AND GO|MENTHOL 1.25% W/V|ARYTONS SAUNDERS LTD.LIVERPOOL,ENGLAND|04-2822
GSUNATE KIT TABLET (POM)|ARTESUNATE 200MG, AMODIAQUINE 600MG|GVS LABS 2 SWAMIGEHA, DOMBIVLI (E) 421201|04-7255
HECOLD TABLETS (OTC)|PARACETAMOL 500MG,CAFFEINE 30MG,CHLORPHENIRAMINE MALEATE|HEALTHYLIFE PHARMA PVT LTD N-31/1,MIDC TARAPUR,DIST THANE|04-5303
KNOCAIN INJECTION POWDER||YANZHOU XIER KANGTAI PHARM CO LIMITED.  PRIVATE ECONOMY GARDEN, XINYAN TOWN, YANZHOU CITY, SHANDONG, CHINA.|04-5305
NELLCREST INJECTION POWDER (POM)|CRYSTALINE PENICILLIN SODIUM 1000000 IU|SISUI XIER KANG PHARMA CO. LTD,NORTH OF SIHE SISUI|04-5301
PREDNI-5 TABLETS (POM)|PREDNISOLONE 5MG|VARDHMAN EXPORTS, A-188 TTC MIDC, KHAIRNE NAVI, MUMBAI INDIA|04-5300
RIMACIN CAPSULES (POM)|RIFAMPICIN 300MG|UNI-MED INDIA 86,MAROL CO-OPERATION IND. ESTATE,M.V ROAD ANDHERI (EAST) MUMBIA-400059|04-5304
SPARMAX TABLETS (POM)|SPARFLOXACIN 200MG|MICROLABS LTD,92, SIPCOT HOSUR-635126|04-5302
STADEX EYE DROPS (POM)|DEXAMETHASONE 0.1%W/V|DRUGFIELD PHARM LTD. LYNSON CHEM AVE, KM 38, LAGOS-ABEOKUTA EXPWAY, SANGO-OTA, NIGERIA.|04-7782
HUMULIN 70/30 IU/ML INJECTION VIAL|70& HUMAN INSULIN ISOPHANE SUSPENSION, 30% HUMAN INSULIN INJECTION (RDNA ORIGIN)|LILLY EGYPT S.A.E. 6TH OF OCTOBER CITY,2ND INDUSTRIAL ZONE,PLOT NO 1, GIZA|04-7937
HUMULIN N 100 IU/ML INJECTION VIAL|HUMAN INSULIN (R DNA ORIGIN), ISOPHANE SUSPENSION|LILLY EGYPT S.A.E 6TH OF OCTOBER CITY,2ND INDUSTRIAL ZONE,PLOT NO 1 GIZA|04-7938
HUMULIN R REGULAR INJECTION VIAL|INSULIN HUMAN INJECTION (RDNA ORIGIN NEUTRAL)|LILLY EGYPT S.A.E 6TH OF OCTOBER CITY,2ND INDUSTRIAL ZONE,PLOT NO 1 GIZA|04-7939
HUMALOG INSULIN LISPRO|HUMAN INSULIN ANALOG OF RECOMBINANT DNA ORIGIN,GLYCEROL,DIBASIC SODIUM PHOSPHATE,M-CRESOL,ZINC OXIDE|LILLY FRANCE S.A F-67640 FEGERSHEIM|04-8061
HUMALOG MIX 25 SUSPENSION FOR INJECTION|25% INSULIN LISPRO,79% INSULIN LISPRO PROTAMINE SUSPENSION(R DNA ORIGIN),DIBASIC SODIUM PHOSPHATE,LIQUIFIED PHENOL,M-CRESOL,PROTAMINE SULPHATE,ZINC OXIDE|LILLY FRANCE S.A F-67640 FEGERSHIEM|04-8059
HUMALOG MIX 25 SUSPENSION FOR INJECTION|25% INSULIN LISPRO,75% INSULIN LISPRO PROTAMINE SUSPENSION (R DNA ORIGIN),DIBASIC SODIUM PHOSPHATE,LIQUEFIED PHENOL,M-CRESOL,PROTAMINE SULFATE,ZINC OXIDE|LILLY FRANCE S.A F-67640 FEGERSHEIM|04-8060
ABIC CIMETIDINE TABLETS (POM)|CIMETIDINE 400MG|ZIM LABORATORIES LTD B 21/22 MIDC AREA KALMESHWAR DIST NAGPUR MAHARASHTRA|04-8029
ABIC CIMETIDINE TABLETS (POM)|CIMETIDINE 200MG|ZIM LABORATORIES LTD B 21/22 MIDC AREA KALMESHWAR DIST NAGPUR MAHARASHTRA|04-8030
ACTITESUNATE TABLETS (POM)|ARTESUNATE 50MG|SHANGHAI MEDICINAL CORPORATION 9 YAN AN ROAD (E) SHANGHAI P.R|04-7998
ANDRIOL TESTOCAPS CAPSULES (POM)|TESTOSTERONE UNDECANOATE 40MG|N.V ORGANON KLOSSTERSTRANT 65349 AB OSS|04-7991
ANTYCOLD TABLETS (POM)|PARACETAMOL 500MG,CAFFEINE 30MG,PHENYLEPHRINE HCL 2.5MG,CHLORPHENIRAMINE MALEATE 4MG|HEALTHY LIFE PHARMA PVT LTD N-31/1 MIDC TARAPUR DIST THANE BOISAR-401506|04-7990
BANACYCLINE EYE OINTMENT (POM)|TETRACYCLINE 1% W/W|YANZHOU XIERKANGTAI PHARM CO. LTD JIUGUAN BEI YANZHOU P.R|04-7999
BESPHA CHLOROQUINE SYRUP (OTC)|CHLOROQUINE PHOSPHATE 80MG/5ML|SAME AS APPLICANT|04-8040
BROMINOL-F TABLETS (POM)|SALBUTAMOL 2MG|MANCARE PHARM PVT LTD PLOT NO 60 DHOWALI VILLAGE VASAI MUNICIPAL IND ESTATE VASAI RHANA|04-7989
CAFERGOT TABLETS (POM)|ERGOTAMINE 1MG, CAFFEINE 100MG|NORVATIS PHARMA SCHAFFAUSERSTRASSEL 4332 SEIN/AG|04-0461
CARDOVASC RETARD TABLETS (POM)|NIFEDIPINE BP 20MG|BELCO PHARMA 515 MODERN IND EST. BAHADURGARH 124507 (H)|04-7943 (ADMIN APP)
CARDOVASC XL TABLETS (POM)|NIFEDIPINE BP 30MG|BELCO PHARMA 515 MODERN IND EST BAHADURGARH 124507(H)|04-7946 (ADMIN APP)
CEPHAXIN 250MG CAPSULES (POM)|CEPHALEXIN 250MG|SAME AS APPLICANT|04-8045
CEPHAXIN CAPSULES 
(POM)|CEPHALEXIN
500MG|FIDSON HEALTHCARE PLC
KM 38, LAGOS-ABEOKUTA EXP.WAY, SANGO-OTTA, OGUN STATE|04-8046
CHEMOTRIM TABLETS (POM)|SULPHAMETHOXAZOLE 400MG,TRIMETHOPRIM 80G|SAME AS APPLICANT|04-0219
CHIBUEZE DEXAMETHASONE TABLETS (POM)|DEXAMETHASONE 0.5MG|RONILO PHARMA PVT. LTD NO  J/8 MIDC PHASE III ALOKA-444 104 MAHARASTITRA|04-8032
