PALUDRINE|PROGUANIL 100MG|ZENECA ALDERLEY PART, MACCLESFIELD, CHESHIRE, UNITED KINGDOM|04-0364
PAMEK|MEFANAMIC ACID BP 250MG|GRACURE PHARMA. LTD., E-1105 IND'L AREA, PHASE III, BHWADT DIST. ALWAR|04-2367
PANACUR BS 200ML (DRENCH)|FENBENDAZOLE 5% M/V|HOECHST AG VET. (PTY) LTD., MIDRAN|04-2321
PANADOL COLD|PARACETAMOL 500MG PSEUDOEPHEDRINE HYDROCHLORIDE 30MGCHLORPHENIRAMINE MALEATE 2MG|SMITHKLINE BEECHAM INT. ERMINGTON NSW 2115 AUSTRALIA|04-2923
PANADOL SINUS|PARACETAMOL 500MG; PSEUDOEPHEDRINE HYDROCHLORIDE 30.0MG|SMITHKLINE BEECHAM INT. ERMINGTON NSW 2115 AUSTRALIA|04-2922
PANDA|PARACETAMOL 100MG|AFRAB CHEM. LTD.  22 ABIMBOLA STREET, ISOLO IND. ESTATE, LAGOS|04-1956
PANDA|PARACETAMOL 500MG|AFRAB. CHEM. LTD.  22 ABIMBOLA STREET, ISOLO - LAGOS|04-2019
PANDA|PARACETAMOL 125MG/5ML|AFRAB CHEM. LTD.  22 ABIMBOLA STREET, ISOLO - LAGOS|04-1918
PANMECTINE|IVERMECTINE 10MG/ML|PANTEX HOLLANDB.V. P.O.BOX 64,5525  ZGDUIZEL HOLLAND.|04-3510
PANTACOX WSP|SODIUM SULFA-QUINOXALINE 25MG, SODIUM SULFAMERAZINE 200MG, FURALTA-DONE HCL100MG, PYRIM-ETHAMINE HCL  25MG|PANTEX HOLLANDB.V. P.O.BOX 64,5525  ZGDUIZEL HOLLAND.|04-3506
PANTERYL  WSP|ERYTHROMYCIN THIOCYANATE 35MG, OXYTETRACYCLINE 50MG, STREPTOMYCINE SULPHATE 35MG, COLISTIN 200,000IU, MULTIVITAMINS.|PANTEX HOLLANDB.V. P.O.BOX 64,5525  ZGDUIZEL HOLLAND.|04-3507
PANTISOL|MULTIVITAMINS &MINERALS;|PANTEX HOLLANDB.V. P.O.BOX 64,5525  ZGDUIZEL HOLLAND.|04-3508
PANTOMINOVIT|VIT. E - 10MGVIT. D3 - 1000IUVIT. A - 10,000IUVIT.B1 - 2MGVIT. B2 - 4MGVIT. B6 - 1.5MGVIT. C - 25MGFOLIC ACID - 500MCG NICOTINAMIDE 20MG ETC|PANTEX HOLLAND B.V. DE HOEVE 28 5534 AD NETERSEL HOLLAND|04-3420
PARACETAMOL|PARACETAMOL 125MG/5ML|OAKFAITH PHARM. RESOURCES LTD.  21 FUNMILAYO STREET, IKOSI - KETU, LAGOS|04-2049
PARACETAMOL|PARACETAMOL 500MG|PHYTO-RIKER PHARM. LTD.  MILE 7, OFF ACCRA NGAWAN ROAD, DOME - ACCRA, GHANA|04-1944
GEMINI PARACETAMOL TABLET|PARACETAMOL 500MG|SAME AS APPLICANT|04-1911
PARAKAF EXTRA|PARACETAMOL 500MG CAFFEINE 30MG|INTERMED 4G.K IND. ESTATE ARCOT RD PORUR, CHENNAI-116 INDIA|04-3369
PARKALIN EXPECTORANT CHESTY COUGH|DIPHENHYDRAMINE HCL 14MG. AMMONIUM CHLORIDE 135MG, MENTHOL 1.1MG|PHARMA DEKO PLC  PLOT C 15/3 AGBARA IND. ESTATE AGBARA OGUN STATE NIGERIA|04-0390
PARKALIN WITH CODEINE|DIPHENHYDRAMINE HCL, CODEINE PHOSPHATE, SODIUM CITRATE|PHARMA-DEKO PLC, PLOT C15/3, AGBARA IND. ESTATE OGUN STATE|04-0389
PEFLOMED|PEFLOXACIN 400MG|BHARAT PARENTERALS LTD. VILLAGE HARIPURA TA SAVLI DISTRICT, BARODA, GUJARAT, INDIA|04-3133
PEFLOTAB|PELOXACIN 400MG|V. S. INT. PVT. LTD.  237, SARDAR GRIHA, MUMBAI, INDIA|04-1946
PELE|VITAMINS & MINERALS|MEDREICH STERILAB (P) LTD., 12TH MILE OLD MADRAS ROAD, VERGONAGAR BANGALORE 560046, INDIA.|04-2416
PENADUR L-A|BENXATHINE PENICILLIN G 2,400,000 UNITS/VIAL|CYANAMID (PAKISTAN) LTD; GULBERY-III LAHORE, PAKISTAN (UNDER AUTHORITY OF WYETH LAB, PHILADELPHIA PA 19010, USA.|04-2203
PENSKIN PENICILLIN|BENZYL PENICILLIN POTASSIUM 10,000IU|ELDER HEALTHCARE LTD.  A-38/3, MIDC IND. AREA, PATALGANGA, VILLAGE KHAIRE, TALUKA KHALAPUR DIST. RAIGAD, INDIA|04-2028
PERA SAFE|PARACETYL IONS, SODIUM PERBORATE, ANIONIC DETERGENT, DYE , ORGANIC ACID.|ANTEC INTERNATIONAL LTD. WINDHAM RD. CHIDTON IND. EST. SUDBURY SUFFOLK C010 2XD UK|04-2786
PERGONAL 75|HUMAN FOLLICLE STIMULATING HORMONE (FSH) 75 OR 150IU HUMAN LUTEINIZIN HORMONE, (LH) 75 OR 150IU|LABORATORIES SERONO S. A. 1190, AUBORINE, SWITZERLAND|04-2006
PHENSIC|ASPIRIN 300MG|SMITHKLINE BEECHAM NIG. PLC.  ILUPEJU IND. AVENUE, ILUPEJU - LAGOS|04-0184
PHOSFERINEEXTRAVITE|VIT B1 - 1.0MG/5MLVIT A -10001U/15MLVIT B2 - 1MG/15MLVIT B6 - 1MG/15MGNICOTINAMIDE - 10MG/15ML|SMITHKLINE BEECHAM NIG. PLC.49/51 TOWN PLANNING WAY,ILUPEJU.|04 -0186
PICLOX|AMPICILLIN 125MG/5ML + CLOXACILLIN  125MG/5ML|SAMAB LAB. LTD. BLOCK 14B LAGOS STATE INDUSTRIAL ESTATE, FATAI ATERE WAY, MUSHIN, LAGOS.|04-3502
PILO|PILOCARPINE HCL USP 0.4MG/ML|UPHA PHARMACEUTICAL MFG. (M)SOLN,BHD. PLOT 2&4 JALAN/P/7 SEKSYEN 13, KAWASON PERUSAHAAN BENGI 43650 BENGI MALAYSIA|04-3216
PINAMINE|CHLORPENIRAMINE MALEATE 10MG|JINLING PHARM CORP ZHEJTENG TIANFENG NO. 11 CHEZHAN RD ZHEJIANG CHINA|04-3343
PINOX|PEFLOXACIN 400MG|MICROLABS LTD., 92, SIPCOT INDUSTRIAL AREA, HOSUR-635126, INDIA|04-3001
PIPERAZINE DHCL|PIPERAZINE DIHYDROCHLORIDE 100%|DOPHARM INT. BV ZALMNEG.  2-494IVX RAAMS DONKSVEER, NETHERLANDS|04-2053
PIRITON|CHLORPHENIRAMINE MALEATE BP 2MG/5ML|EVANS MEDICAL PLC, KM 32, LAGOS-BADAGRY E/WAY, AGBARA IND. ESTATE, OGUN STATE.|04-0437
PIRITON EXPECTORANT|CHLORPHENIRAMINE MALEATE 2MG AMMONIUM CHLORIDE 100MG/5ML, SODIUM CITRATE BP- 44MG/5ML|EVANS MEDICAL PLC KM 32 LAGOS BADAGRY EXP. WAY AGBARA ESTATE|04-3114
PIZOL|METRONIDAZOLE BP 200MG|PANACEA BIOTEC LTD BI/E-12  MOHAN COOPERATIVE  IND. EST DELHI 744 INDIA|04-2175
P-MIDE|PYRAZINAMIDE I.P 750MG|CONCEPT PHARM LTD A-28/3 M.I.D.C. CHIKALTHANA AURANGABAD-431210 INDIA|04-2896
PNEUMO 23|POLYSACCHARIDES OF STREPTOCOCCUS PNEUMONIAE SEROTYPES|AVENTIS PASTEUR S.A. 2, AVE. PORT PASTEUR 69007, LYON, FRANCE.|04-2593
POLYAMIM|DL - METHIONINE 92MGL - LEUCINE - 9.15MGL - VALINE - 5MGL - ISOLEUCINE - 5MGL - THEOMINE - 5MGL - TRYPTOPHAN - 5MGL - PHENYLANINE - 5MGLYSINE HCL - 25MGVIT A - 1000IUFRGOCALCIFEROL - 100 IUVIT E - 5MGVIT B1 - 2.5MGVIT B2 - 1.5MGNICOTINAMIDE - 10MGVIT B6 -|KWANG MYUNG PHARM. CO. LTD.807-6 SHANGHAI-RIHYANGHARMYCIN HWASEONGKUN KYUNGGI-DO, KOREA.|04-2519
POLYCHROL FORTE|ALUMINIUM HYDROXIDE GEL 400MG. MAGNESIUM HYDROXIDE - 200MG SIMETHICONE - 25MG|SWISS PHARMA NIG LTD 5, DOPEMU RD, AGEGE LAGOS|04-2906
POLYGYNAX|NEOMYCIN SULPHATE 35,000IU POLYMYXIN SULPH 35,000IU|LABORATORIES INNOTHERA, 7-9 AVENUE F.V. RASPAL 94110 ARCUAL, FRANCE|04-3009
POWERCAINE|FORTIFIED PROCAINE PENICILLIN 4 MEGA (4,000,000IU)|SHIJIAZHUANG NO.2 PHARMACEUTICAL FACTORY NO. 188 GONGNONG RD SHYIAZHUANG HEBEI P.R. CHINA|04-3345
POWERCEF|CEFTRIAXONE 1G|WOCKHARDT LTD B-15/2 MIDC WALUJI AURANGABAD, 431136 INDIA|04-2995
POWERCEF FOR INJECTION|CEFTRIAXONE USP 500MG|WOCKHARDT LTD B-15/2 MIDC WALUJ AURANGABAD 431136 INDIA|04-3256
PREDNISAM|PREDNISOLONE 5.0MG|SAM PHARMA. LTD.  2 WESTERN RESERVOIR ROAD, ILORIN - KWARA STATE|04-0270
PRIMAGRAM 500 FW WHO CLASS III|METOLACHLOR 250MG/L|NOVARTIS CROP PROTEC-TION 4002 BASLE, SWITZERLAND|04-2059
PRIMEXTRA 5001 FW WHO CLASS III|METOLACHLOR 330GM/L, ATRAZINE 170GM/L|NOVARTIS CROP PROTECTION 4002 BASLE, SWITZERLAND|04-2060
PRIMPEX|TRIMETHO-PRIM 80MG, SULPHAME-THOXAZOLE 400MG|SKG PHARMA LTD.  2 OBA AKRAN AVENUE, IKEJA - LAGOS|04-1959
PRO GUARD-C|VITAMIN C BP 500 MG|KOREA UNITED PHARM INC;404-10 NOJANG-RI, JEONDONG-MYEON, YEONGI-KUN CHUNGNAM KOREA|04-3454
PRODAGIL|CHLORPROMAZINE HYDROCHLORIDE-100MG|BIOMEDICINE S.P.R.L. 69 AVE. CHARLES WOESTE B-1090 BRUXELLES BELGIUM|04-2567
PROFASI 2000 & 5000|HUMAN CHORIONIC GONADOTROPIN HCCG 2000 & 5000|LABORATORIES SERONO S. A. 1190, AUBORINE, SWITZERLAND|04-2007
PROFLOX|PEFLOXACIN BP 400MG|CIPLA LTD, MUMBAI, CENTRAL MUMBAI 400008 INDIA|04-2201
PROLOX|AMPICILLIN 250MGCLOXACILLIN 250MG|KANPHA LABS PVT LTD SUREY NO 4/3 AVALAHALLI ANJANAPURA  POST BANGALORE 560062 INDIA|04-2936
PROMACAIN|FORTIFIED PROCAINEPENICILLIN BP 4,000,000IUPROCAINE PENICILLIN BP 30,000,000IUBENZYL PENCILLIN BP 1,000,000IU|SHIJIAZHUANG NO.2 PHARMACEUTICAL FACTORY NO.188M GONGRING ROAD, SHIJIAZHUANG CITY CHINA.|04-3481
PROWORM|PYRENTEL PAMOATE 125MG|P. J. BINTANG TOEDJOE J. L. RAWASOMUR BARA, JAKARTA, INDONESIA|04-1855
PROXIN|CIPROFLOXACIN HCL 0.2G|FRESENIUS KABI INDIA A-3 MIDC RANJANGON TAL SHIRUV, DIST PUNE 412209 INDIA|04-3148
PROZAC|FLUOXETINE HYDROCHLORIDE 20MG|LILLY S.A, ALCOBENDAS (MADRID), SPAIN|04-3044
PULMICORT|BUDESONIDE 200G/DOSE|ZENECA LTD, MACCLESFIELD CHESHIRE, UK|04-3008
QUINIJECT|QUININE DICHLORIDE 300MG/ML|MEDREICH STERILAB (P) LTD. 12TH MILE OLD MARAS RD. VIRGONAGAR INDIA|04-2833
QUPAN-500|PARACETAMOL B 500MG|PANACEA BIOTEC LTD., B-I/E-12, M.C. I.E. MATHURA ROAD, NEW DELHI, 110044, INDIA.|04-2618
RABLON ANTISEPTIC AND GERMICIDE|CHLORHEXIDINE GLUCONATE-3%W/V CETRIMIDE-3% W/V|RAJRAB LTD.,72-80 COCACOLA ROAD, ILORIN,KWARA STATE.|04-2375
RAID COCKROACH KILLER DISC|CYPERMETHRIN 10%|CELAS JOHNSON SA DE CV4535 TOLUCA STATE OF MEXICO|04-2168
RAMFLAM|INDOMETHACIN - 25MG|INTERMED., 4, G.K. IND. EST. AROCOT RD, CHENNAI, INDIA.|04-2821
RAMINTH|MORANTEL CITRATE 300MG.|TUYIL PHARM IND. LTD. ANIMAL HEALTH DIVISION 22 STADIUM RD. ILORIN NIGERIA.|04-3514
RANCOTRIM (PAEDIATRIC MIXTURE)|TRIMETHOPRIM - 40MG SULPHANETHOXAZOLE 200MG/5ML.|RANBAXY NIG LTD PLOTS 5, BLOCK K APAPA - OSHODI E/WAY. ISOLO LAGOS|04-0481
RANFERON -12|FERRIC AMMONIUMCITRATE -200MGVIT B12-5MGFOLIC ACID 0.5MG|RANBAXY NIG LTD PLOT 5,BLOCK K APAPA OSHODI EXP.WAY ISOLO.LAGOS.|04-0511
RANFERON-12|FE2+ 100MGZN 1.4216MGVIT. B12 5MCGVIT C 75MGFOLIC ACID 0.75MG|RANBAXY LABORATORIES LTD LASUDIA DEWAS A.B ROAD INDORE 452010 INDIA|04-0869
RANOXYL|AMOXICILLIN BP 500MG|RANBAXY LAB. LTD. AREA 3 DEWAS 45500, INDIA|04-2357
RANOXYL 250|AMOXYCILLIN 250MG|RANBAXY LAB. LTD IND AREA 3 DEWAS 455001|04-0868
RAP|PROPOXUR 2% W/W|SPRAYPACK LTD., KW 36 IND. ESTATE, MALTA|04-2325
RAPIDFLOX|CIPROFLOXACIN USP 250MG|BHARAT PARENTERALS LTD.  VILLAGE HARIPURA TASAVLI  DIST. BARODA INDIA.|04-3220
RAPIDFLOX|CIPROFLOXACIN USP 500MG|BHARAT PARENTERALS LTD.  VILLAGE HARIPURA TASAVLI  DIST. BARODA INDIA.|04-3221
RAYGLO BKB BACKACHE PILLS|IBUPROFEN BP 200MG|WESTLAND PHARMACEUTICALS LTD., HESWAIL CH60 45F, ENGLAND.|04-0110
R-COTRIM-480 TABLET X 100'S, 1000'S|TRIMETHOPRIM 80MG + SULFAMETHOXAZOLE 400MG|STRIDES ARCOLAB LTD 238/2, SARAKKI, BANGALORE-560078 INDIA|04-3209
RECIN|RIFAMPICIN 300MG|STRIDES ARCOLAB LTD 238/2, SARAKKI, BANGALORE-560078 INDIA|04-3136
RED LEVEX|LEVAMISOLE 40MG/5ML|CAMPHARM PRODUCTS LTD.  3 UBAHA IHIOMA ROAD, UBAHA -ORLU LGA, IMO STATE|04-2065
REDENE|PIROXICAM USP-20MG|NESTOR PHARM. LTD.11, WESTERN EXTENSION AREA, FARIDABAD, 121001 INDIA.|04-2839
REFTAX|CEFOTAXIME 500MG|RANBAXY LAB. LTD, 205-206, RAHEJA CENTER, NARIMAN POINT, MUMBAI - 400021 INDIA|04-3098
REICHAMOX|AMOXYCILLIN 500MG|MEDREICH STERILAB (P) LTD, 12 MILE, OLD MADRAS RD, VIRGONAGAR BANGALORE- 560049 INDIA|04-3063
REICHAMOX|AMOXICILLIN 125.0MG PER 5ML|MEDREICH STERILAB LTD VIRGONAGAR BANGALORE 560049 INDIA|04-3375
REICHAMOX|AMOXYCILLIN 250MG|MEDREICH STERILAB (P) LTD, 12 MILE, OLD MADRAS RD, VIRGONAGAR BANGALORE- 560049 INDIA|04-3062
REICHLEN|AMPICILLIN TRIHYDRATE BP 250MG|KANPHA LAB PVT LTD. SULVEY NO. 4/3 AVALAHALLI BANGALORE 560062, INDIA.|04-2408
REICHLEN|AMPICILLIN TRIHYDRATE BP 125MG/5ML|KANPHA LAB PVT LTD, SURVEY NO.4/3 AVALAHALLI ANJANAPURA BANGALORE 560062 INDIA|04-2294
REICHLIN (FORMERLY REICHLEN CAPS)|AMPICILLIN 250MG|KANPHA LABORATORIES PVT LTD, SURVEY NO. 4/3 AVALAHALLI ANJANAPURA POST, BANGALORE 560062 INDIA|
REICHLOX|AMPICILLIN 250MG + CLOXACILLIN 250MG|MEDREICH STERILAB LTD, 12TH MILE OLD MADRAS RD, VIRGONAGAR, BANGLORE 560049 INDIA|04-3206
REICHLOX  NEONATAL DROPS|AMPICILLIN (60MG)              +CLOXACILLIN(30MG)|MEDREICH STERILAB (P) LTD, 12TH MILE RD, OLD MADRAS RD, VIRGONAGAR BANGALORE, INDIA|04-3084
RENNIE|CALCIUM CARBONATE 680MG, MAGNESIUM CARBONATE 80MG|LABORATORIES ROCHE MICHOLAS S. A., 74240 GAILLARD, FRANCE|04-1929
RETARPEN|BENZATHINE BENZYL PENICILLIN BP - 2.4 MEGA UNITS|BIOCHEMIE GMBH VIENNA AUSTRIA|04-2625
REUMADENE|PIROXICAM 20MG|L.B.S. LABORATORY LTD. PART. 602SOI PANICHANANT SUKHUMVIT 71 RD BANGKOK 10110 THAILAND|04-3156
RHIMATHIOL 5%|CARBOCISTEINE 5G/100ML|LABORATORIES SYNTHELABO, SYNTHELABO GROUP 22 AVE. GALILEE 92350 LE PLESSIS ROBINSON, FRANCE.|04-2546
RHINATHIOL 2%|CARBOCISTEINE 2G/100ML|LABORATORIES SYNTHELABO, SYNTHELABO GROUP 22 AVE. GALILEE 92350 LE PLESSIS ROBINSON, FRANCE.|04-2547
RHINATHIOL PROMETHAZINE|PROMETHAZINE HCL 2.5MG/5ML, CARBOCISTEINE 100MG/5ML|LABORATORIES SYNTHELABO, SYNTHELABO GROUP 22, AVENUE GALILEE, FRANCE.|04-2656
RIAMCLOX-500|AMPICILLIN 250MG CLOXACILLIN 250MG|IPCA LABORATORIES LTD PLOT NO 69-72 (B) KSEZ CANDHIDHAN GUJARAT INDIA|04-3264
RICOGYL|METRONIDAZOLE 200MG/5ML|RICO PHARM NIG LTD 26 NWAFIA ST., OMAGBA PHASE II ONITSHA|04-3180
RICOTRIN|SULPHAME-THOXAZOLE 200MG/5MLTRIMETHO-PRIM 40MG/5ML|RICO PHARM. IND. LTD.  26 NAWFIA STREET, OMAGBA PHASE II, ONITSHA, ANAMBRA STATE|04-1852
RIFADAR|RIFAMPICIN BP 300MG|INTERMED, 4, G.K. IND. ESTATE; ARCOT RD., PORUR CHENNAI 600116 INDIA|04-2280
RINGER LACTATE|SODIUM CHLORIDE 6G, POTASSIUM CHLORIDE 4G, CALCIUM CHLORIDE 27G, SODIUM LACTATE 3.2G|PHARMACEUTICAL SOLUTIONS IND. LTD.  JEDDAH, 21484, SAUDI ARABIA|04-1932
RIQUIN|CHLOROQUINE PHOSPHATE 322MG|ORICHEM PHARMA LTD. 2158 JIN ZHANG RD., SHANGHAI, CHINA|04-3151
RISPERADAL|RISPERIDONE 2MG|JANSEEN PHARMACEUTICAL  BEERSE 1, BELGIUM|04-2999
RISPERADAL|RISPERIDONE 3MG|JANSEEN PHARMACEUTICAL  BEERSE 1, BELGIUM|04-2998
RIVATONE-12|FERR. AMM. 97.200MGVIT. B12 5MCG, FOLIC ACID 0.5MG/5ML|RICO PHARM. IND. 26, NAWFIA ST., OMAGBA ONITSHAANAMBRA STATE|04-3228
ROBAQUINE RBM TABLET (6-12YEARS) X6'S (WHITE)|CHLOROQUINE PHOSPHATE|SWISS PHARM NIG LTD 5 DOPEMU RD AGEGE|04-2951
ROBAQUINE RBM TABLETS X 3'S (1-6 YEARS BLUE)|CHLOROQUINE PHOSPHATE 150MG|SWISS PHARM NIG LTD 5 DOPEMU RD AGEGE|04-2950
ROBAQUINE RBM TABLETS X 3'S (BELOW 1YEAR )  YELLOW|CHLOROQUINE PHOSPHATE 75MG|SWISS PHARM NIG LTD 5 DOPEMU RD AGEGE|04-2952
ROBAQUINE RBM TABLETS X 6'S (ABOVE 12YEARS PINK)|CHLOROQUINE PHOSPHATE 300MG|SWISS PHARM NIG LTD 5 DOPEMU RD AGEGE|04-2949
ROBB INHALER 1G.|MENTHOL 42.5% CAMPHOR 4%METHYLSALICYLATE 12.5%EUCALYPTUS OIL 5%|P.Z. INDUSTRIES PLC45/47/ TOWN PLANNING WAY, ILUPEJU, LAGOS.|04-0315
RONIDA|CHLOROQUINE PHOSPHATE|SHANGHAI PHERA & CHEM. PVT> LTD. D-265 TTC IND. AREA NAVI MUMBAI INDIA|04-2205
RONIDA|CHLOROQUINE PHOSPHATE 250MG|SHANGAI PHARMA & CHEMICAL CO. LTD.9 YAN AN RD. CHINA|04-3332
ROSCILLIN|AMPICILLIN 250MG|RANBAXY LABORATORIES LTD INDUSTRIAL AREA-3 DEWAS-455001 INDIA|04-0785
ROSCILOX|AMPICILLIN  125MG + CLOXACILLIN 125MG|RANBAXY LABORATORIES LTD INDUSTRIAL AREA-3 DEWAS-455001 INDIA|04-0918
ROSCILOX|AMPICILLIN 250MG + CLOXACILLIN 250MG|RANBAXY LABORATORIES LTD INDUSTRIAL AREA-3 DEWAS-455001 INDIA|04-0788
ROSCILOX 500|CLOXACILLIN 250MGAMPICILLIN 250MG|RANBAXY LABORATORIES LTD INDUSTRIAL AREA-3 DEWAS 455001 INDIA|04-0786
ROUVAX|LIVE ATTENUATED MEASLES VACCINE (SCHWARZ STRAIN) 1000CCID 50|AVENTIS PASTEUR SA 2 AVENUE POUT PASTEUR F-69007  LYON FRANCE|04-2967
ROXIDEN|PIROXICAM 20MG|MEDOPHARM I, HRUVIKA RD. CHENNAI CHINA|04-2692
ROXYTEX|CHLOROQUINE PHOSPHATE BP 322MG|WUXI NO 7 PHARMACEUTICAL FACTORY , NANMAL WAI XUE CHINA|04-2628
RULOX PROTECTIVE ANTACID DELATUALENT|METHYL POLYSILOXANE - 125MG. MAG. HYDROXIDE - 100MG.  ALUMINIUM HYDROXIDE 468.1MG.|SKG PHARMA.  LTD. PLOT 2 OBA AKRAN AVENUE, IKEJA, LAGOS|04-2233
RYCIN|ERYTHROMYCIN 500MG|MEDREICH STERILAB LTD, 12TH MILE OLD MADRAS RD, VIRGONAGAR, BANGLORE 560049 INDIA|04-3205
RYPED|ERYTHROMYCIN ETHYLSUCCINATE BP 125MG/5ML|MEDREICH STERILAB PVT LTD. 12TH OLD MADRAS RD. VIRGONAGER, BANGLORE, 560-049, INDIA|04-2989
RYTHRO|ERYTHROMYCIN STEARATE-50MG|KAN PHA LABORATORY PVT LTD. SURREY NO.4-3 AVALAHALI ANJANA PERA POST BANGALORE 560 062 INDIA|04-2309
SAA ASPIRIN|ACETYL SALICYLIC ACID-300MG|SAA PHARM. CO. LTD.100 SHARADA, PHASE IIKANO.|04-2860
SAA CHLOROQUINE|CHLOROQUINE PHOSPHATE  B.P 250MG|SAA PHARM CO. LTD. 100 SHARADA PHASE II KANO|04-2855
SAA CO- TRIMOXAZOLE|TRIMETHPRIM 80MG                 SULPHMETHOXAZOLE 400MG|SAA PHARM. CO. LTD. SHARADA PHASE 11 KANO|04-2861
SAA METRONIDAZOLE|METRONODAZOLE 200MG|SAA PHARM. CO. LTD. SHARADA PHASE 11 KANO|04-2859
SAA METRONIDAZOLE|METRONODAZOLE 400MG|SAA PHARM. CO. LTD. SHARADA PHASE 11 KANO|04-2858
SAA VITAMIN C|ASCORBIC ACID 100MG|SAA PHARM CO. LTD 100 SHARADA PHASE II, KANO|04-2857
SABRESTEN|CLOTRIMAZOLE 1% W/W|GEMINI PHARM LTD. PLOT 13 BLK A IND ESTATE AMUWO ODOFIN LAGOS|04-3115
SABRESTEN VAGINAL|CLOTRIMAZOLE 1%W/W|GEMINI PHARM NIG.  LTD, PLOT 13, BLK A IND. ESTATE AMUWO-ODOFIN LAGOS|04-3106
SALMYCIN-|TETRACYCLINE BP 250MG|STRIDES ARCOLAB LTD, OPP 11M BILIKAHALLU BANGALORE, INDIA|04-2991
SALVITE|VITAMINS & MINERALS|STRIDES ACROLAB LTD.BILEKAHALLI BANNERGHATTA RD.,BANGALORE 560-076INDIA.|04-2480
SAMORIN|ISOMETAMIDIUM CHLORIDE 100%|MERIAT17, RUE BOURGELAT 69027 LYON CEDEX 02 FRANCE|04-3068
SAMOXIN|OXYTETRACYCLINE HCL BP 500MG|SAM PHARM LTD 2 WESTERN RESERVOIR RD ILORIN KWARA STATE|04-0755
SAMOXINE|OXYTETRACYCLINE HCL 50MG|POLYMED PHARM PVT LTD 12A, CO-OP; IND. EST. AJANTEN RD., MAHARASHTRA INDIA|04-0660
SAMTRIM|TRIMETHO-PRIM 80MG, SULPHAME-THOXAZOLE 400MG|SAM PHARM. LTD.  2 WESTERN RESERVOIR ROAD, ILORIN, KWARA STATE|04-0277
SARIPON - P|PARACETAMOL 500MG|SWISS PHARM.  NIG. (FORMERLY ROCHE NIG. LTD.)  5 DOPEMU ROAD, AGEGE - LAGOS|04-0159
SAROSATE|CONTAINS 360/1TR GLYPHOSATE IN THE FORM OF 480G/1TRISOPROPYLAMINE SALT.|FORWARD (BEIHAI)HEPU PESTICIDE CO.LTD. NO.1 QINGSHUIJIANGI LIANZHON HEPU BEIHAI QUANGXI CHINA.|04-3307
SCRUB-STAT 4, SKIN CLEANER|CHLORHEXIDINE GLUCONATE 4% ISOPROPYL ALCOHOL 4%|HUNTINGTON LAB. INC. 1N 46750 BRAMALEA, ONTARIO.|04-2285
SEBESGAN|PROMETHAZINE HCL 5MG/5ML|SEEBEST PHARM. CHEMIST LTD.  KM 3 NKPOR/UMUOJI ROAD, NKPOR, ANAMBRA STATE|04-2047
SEBLEX|VIT B1 BP 5MGVIT B2 2MGVIT B6-2MGNICOTINANIDE 20MG|SEEBEST PHARMCHEM LTDKM 3, NKPOR UMUOJI RD NKPOR ANAMBRA|04-2227
SECOBION|ASCORBIC ACID 40MG/5ML|SEEBEST PHARM. CHEMIST LIMITED.  KM 3 NKPOR UMUOJI ROAD, NKPOR, ANAMBRA STATE|04-2114
SECTOCIDE DISINFECTANT INSECTICIDE|DIDECYLDIMETHYL AMM. CHLORIDE 18.75G, DIOCTYLDIMETHYL DIMETHYL AMM. CHLORIDE 18.75G, OCTYLDEMETHYL AMM. CHLORIDE 37.5G, GLUTARALDEHYDE 62.5G, PERMETHRN 20G|SOGEVAL LABORATORIES, 200 ROUTE DE MAYENNE BP 2227, 53033 IVAL CEDEX 9, FRANCE.|04-2424
SELECT|2,4-D AMINE 722G/L|JIAMUSI HEILONG AGRICULTURAL AND INDUSTRIAL CHEMICAL CO. LTD 114 CHANGAN RD JIAMUSI, HEILONY CHINA|04-3189
SENSA COOLS|VIT C 50MG, CINNAMON 0.15%|P.T SARIENSIS INDAH J.RAWA SUMAR, 11      BLOCK D JAKARTA INDONESIA|04-1949
SENTRY BODY GUARD MEDICATED LOTION SOAP|PPG-24-GLYCERTH-24PROPYLENE GLYCOLLAURYL SULPHATE|BIOSENTRY CHEMICAL COMPANY STONE MTN GA 30083 770-934|04-3450
SEPOX|SULPHAME-THOXAZOLE 400MG, TRIMETHO-PRIM 80MG|DANA PHARM. PVT. LTD.  PLOT 34 MIBC MORIVALI AMBERNATH, INDIA|04-2149
SEPTRIN|TRIMETHO-PRIM 40MG, SULPHAME-THOXAZOLE 200MG|GLAXOWELLCOME KENYA LTD.  DAKAR ROAD, NAIROBI - KENYA|04-1888
SEREVENT|SALMETEROL HYDROXYNA-PHTHOATE|GLAXOWELLCOME U. K. LTD.  STOCKLEY PARK MIDDLESEX, U. K. ENGLAND|04-0520
SEREVENT|SALMETEROL HYDROXYNA-PHTHOATE|GLAXOWELLCOME U.K LIMITED.  STOCKLEY PARK MIDDLESEX UNITED KINGDOM, ENGLAND|04-0520
SEVEN SEAS COD LIVER OIL|VIT A BP-180IUVIT D BP - 25.5IU|UNIVERSAL MEDICARE LTD.SION TROMBAY RD.|04-0796
SEVEN SEAS COD LIVER OIL|VIT. A BP 180MGVIT. D BP 25.5MG|BANNER PHARMACAPS. PVT LTD., YADAVANALIALLI ATTIBELE BANGALORE 562107, INDIA|04-0796
